customer_id,transaction_id,product_category,purchase_amount,purchase_date,payment_method,city,gender,age,quantity,frequency,recency,revenue,month,age_group
5246,TXN1000081,Grocery,115.58,2023-06-25,Wallet,Hyderabad,Male,20,5,2,554,577.9,2023-06,18-24
1929,TXN1000082,Electronics,51.0,2023-06-09,Cash,Chennai,Male,54,5,1,570,255.0,2023-06,45-54
9993,TXN1000083,Sports,40.86,2023-04-21,Wallet,Chennai,Female,63,3,2,141,122.58,2023-04,55-70
7558,TXN1000084,Home,33.84,2023-05-08,Cash,Bengaluru,Male,39,2,2,233,67.68,2023-05,35-44
8404,TXN1000085,Beauty,76.96,2023-08-19,UPI,Pune,Male,29,3,1,499,230.88,2023-08,25-34
1167,TXN1000086,Home,35.77,2024-02-10,Wallet,Bengaluru,Female,65,1,1,324,35.77,2024-02,55-70
3749,TXN1000087,Beauty,116.7,2023-10-18,Card,Mumbai,Female,64,2,2,439,233.4,2023-10,55-70
9215,TXN1000088,Electronics,50.09,2023-11-04,Card,Pune,Female,42,2,2,413,100.18,2023-11,35-44
9988,TXN1000089,Fashion,88.78,2023-06-29,Wallet,Pune,Male,31,3,2,550,266.34000000000003,2023-06,25-34
5223,TXN1000090,Home,133.41,2023-04-21,UPI,Hyderabad,Female,57,5,2,106,667.05,2023-04,55-70
9658,TXN1000091,Electronics,156.81,2024-12-30,Wallet,Pune,Female,63,4,1,0,627.24,2024-12,55-70
10101,TXN1000092,Electronics,71.61,2024-03-13,Cash,Bengaluru,Male,19,4,1,292,286.44,2024-03,18-24
4650,TXN1000093,Fashion,9.21,2023-06-17,Cash,Pune,Female,32,3,1,562,27.630000000000003,2023-06,25-34
10778,TXN1000094,Beauty,9.83,2024-08-14,UPI,Bengaluru,Female,63,1,2,138,9.83,2024-08,55-70
3460,TXN1000095,Home,114.67,2024-08-29,Wallet,Mumbai,Male,23,5,2,123,573.35,2024-08,18-24
2875,TXN1000096,Electronics,28.58,2024-12-06,Cash,Bengaluru,Female,31,1,2,24,28.58,2024-12,25-34
8190,TXN1000097,Sports,48.39,2023-04-27,Card,Hyderabad,Male,61,4,2,497,193.56,2023-04,55-70
7642,TXN1000098,Electronics,125.86,2024-04-12,Wallet,Chennai,Female,61,1,1,262,125.86,2024-04,55-70
1678,TXN1000099,Grocery,41.27,2024-12-16,Wallet,Chennai,Female,32,3,4,14,123.81,2024-12,25-34
9993,TXN1000100,Sports,21.09,2024-08-11,Wallet,Bengaluru,Male,64,1,2,141,21.09,2024-08,55-70
2399,TXN1000101,Home,49.57,2023-06-14,UPI,Chennai,Male,34,5,2,565,247.85,2023-06,25-34
9659,TXN1000102,Sports,100.57,2024-10-13,UPI,Mumbai,Male,28,3,1,78,301.71,2024-10,25-34
89,TXN1000103,Beauty,40.65,2023-11-04,Wallet,Delhi,Male,39,5,3,36,203.25,2023-11,35-44
9563,TXN1000104,Home,91.56,2023-12-23,UPI,Mumbai,Female,49,3,1,373,274.68,2023-12,45-54
9444,TXN1000105,Grocery,21.69,2024-02-12,UPI,Delhi,Male,50,2,2,90,43.38,2024-02,45-54
9365,TXN1000106,Grocery,33.04,2024-07-17,Cash,Bengaluru,Male,31,2,1,166,66.08,2024-07,25-34
7979,TXN1000107,Sports,50.1,2023-03-29,Cash,Mumbai,Male,51,4,2,340,200.4,2023-03,45-54
5659,TXN1000108,Beauty,136.65,2024-01-29,Wallet,Mumbai,Male,18,4,2,336,546.6,2024-01,18-24
8462,TXN1000109,Grocery,44.66,2024-08-19,Card,Pune,Female,22,5,2,133,223.29999999999998,2024-08,18-24
3326,TXN1000110,Grocery,39.87,2024-02-05,Wallet,Chennai,Female,31,1,1,329,39.87,2024-02,25-34
9369,TXN1000111,Grocery,40.0,2023-07-20,Card,Bengaluru,Female,68,3,1,529,120.0,2023-07,55-70
6668,TXN1000112,Grocery,91.49,2023-02-11,Card,Delhi,Male,55,2,2,688,182.98,2023-02,55-70
5507,TXN1000113,Beauty,107.06,2024-02-05,Card,Chennai,Female,20,5,3,101,535.3,2024-02,18-24
6068,TXN1000114,Electronics,132.78,2024-05-28,Card,Chennai,Male,21,2,1,216,265.56,2024-05,18-24
6825,TXN1000115,Grocery,202.63,2024-02-06,Cash,Hyderabad,Male,62,1,2,76,202.63,2024-02,55-70
448,TXN1000116,Sports,77.31,2024-12-15,Wallet,Pune,Female,44,2,3,15,154.62,2024-12,35-44
1678,TXN1000117,Fashion,36.15,2024-03-15,Wallet,Mumbai,Male,55,5,4,14,180.75,2024-03,55-70
2946,TXN1000118,Fashion,55.32,2024-01-07,Cash,Pune,Male,34,3,2,358,165.96,2024-01,25-34
1375,TXN1000119,Grocery,29.8,2023-02-10,UPI,Bengaluru,Male,33,4,2,188,119.2,2023-02,25-34
5276,TXN1000120,Electronics,67.92,2024-02-12,Card,Hyderabad,Female,26,3,1,322,203.76,2024-02,25-34
8021,TXN1000121,Grocery,33.93,2023-05-04,Card,Hyderabad,Male,49,1,1,606,33.93,2023-05,45-54
7854,TXN1000122,Electronics,132.27,2024-06-13,Card,Mumbai,Female,48,5,1,200,661.35,2024-06,45-54
5654,TXN1000123,Electronics,73.28,2023-04-28,Card,Hyderabad,Male,47,1,2,609,73.28,2023-04,45-54
10261,TXN1000124,Electronics,159.62,2024-10-23,Wallet,Chennai,Male,67,2,2,68,319.24,2024-10,55-70
6783,TXN1000125,Grocery,104.57,2023-08-09,Wallet,Pune,Female,53,4,1,509,418.28,2023-08,45-54
951,TXN1000126,Electronics,98.42,2023-11-13,UPI,Bengaluru,Female,67,5,1,413,492.1,2023-11,55-70
9180,TXN1000127,Sports,20.95,2023-04-16,Wallet,Hyderabad,Female,57,2,1,624,41.9,2023-04,55-70
6896,TXN1000128,Electronics,91.38,2023-06-03,Card,Pune,Male,24,5,2,32,456.9,2023-06,18-24
7617,TXN1000129,Grocery,199.93,2024-11-04,Wallet,Hyderabad,Female,45,1,2,56,199.93,2024-11,45-54
6785,TXN1000130,Beauty,45.66,2023-07-27,Wallet,Bengaluru,Female,69,3,1,522,136.98,2023-07,55-70
6643,TXN1000131,Electronics,119.57,2024-01-10,Wallet,Mumbai,Other,55,2,3,114,239.14,2024-01,55-70
1087,TXN1000132,Fashion,15.95,2024-12-17,Wallet,Delhi,Female,24,5,4,13,79.75,2024-12,18-24
6711,TXN1000133,Beauty,26.33,2024-03-31,Cash,Mumbai,Male,28,1,3,274,26.33,2024-03,25-34
9539,TXN1000134,Fashion,58.12,2023-01-31,Card,Delhi,Female,22,3,1,699,174.35999999999999,2023-01,18-24
3648,TXN1000135,Grocery,40.37,2023-09-18,UPI,Mumbai,Male,54,1,1,469,40.37,2023-09,45-54
7235,TXN1000136,Home,33.53,2023-10-10,Card,Bengaluru,Female,41,1,2,447,33.53,2023-10,35-44
370,TXN1000137,Home,40.53,2023-07-21,Cash,Delhi,Female,40,3,2,333,121.59,2023-07,35-44
4170,TXN1000138,Grocery,58.56,2023-06-26,Card,Bengaluru,Male,69,2,1,553,117.12,2023-06,55-70
5241,TXN1000139,Electronics,120.51,2024-01-03,UPI,Pune,Male,67,3,4,153,361.53000000000003,2024-01,55-70
11793,TXN1000140,Electronics,89.64,2023-10-03,Card,Bengaluru,Male,23,2,1,454,179.28,2023-10,18-24
2576,TXN1000141,Beauty,93.08,2023-08-03,Wallet,Bengaluru,Male,63,3,2,148,279.24,2023-08,55-70
3319,TXN1000142,Grocery,59.91,2023-10-29,UPI,Mumbai,Female,67,2,3,428,119.82,2023-10,55-70
4903,TXN1000143,Electronics,25.71,2023-09-08,Wallet,Hyderabad,Female,18,4,2,189,102.84,2023-09,18-24
11912,TXN1000144,Fashion,56.62,2023-06-16,Cash,Delhi,Male,66,5,3,335,283.09999999999997,2023-06,55-70
10241,TXN1000145,Sports,69.12,2023-11-27,Cash,Bengaluru,Male,58,1,3,64,69.12,2023-11,55-70
417,TXN1000146,Electronics,123.95,2024-11-18,UPI,Delhi,Female,32,3,1,42,371.85,2024-11,25-34
2808,TXN1000147,Electronics,175.52,2024-01-05,UPI,Bengaluru,Male,49,5,2,54,877.6,2024-01,45-54
9861,TXN1000148,Grocery,80.17,2024-03-12,UPI,Delhi,Female,20,5,2,293,400.85,2024-03,18-24
700,TXN1000149,Home,115.91,2024-12-19,Wallet,Mumbai,Male,55,5,2,11,579.55,2024-12,55-70
10269,TXN1000150,Fashion,7.34,2024-03-23,Cash,Chennai,Female,36,1,2,269,7.34,2024-03,35-44
3377,TXN1000151,Beauty,49.49,2023-06-13,Wallet,Delhi,Female,31,5,2,323,247.45000000000002,2023-06,25-34
11012,TXN1000152,Electronics,59.71,2023-10-18,Wallet,Hyderabad,Male,60,1,1,439,59.71,2023-10,55-70
3524,TXN1000153,Grocery,88.12,2023-12-23,Cash,Mumbai,Male,60,2,3,107,176.24,2023-12,55-70
5212,TXN1000154,Grocery,178.14,2023-12-13,Card,Delhi,Male,36,3,2,363,534.42,2023-12,35-44
7943,TXN1000155,Grocery,76.98,2023-04-20,Card,Chennai,Male,25,5,1,620,384.90000000000003,2023-04,25-34
1516,TXN1000156,Fashion,14.03,2023-03-19,Card,Bengaluru,Male,57,3,1,652,42.089999999999996,2023-03,55-70
6685,TXN1000157,Home,93.8,2023-09-13,Wallet,Mumbai,Female,65,4,3,24,375.2,2023-09,55-70
6061,TXN1000158,Grocery,46.85,2024-10-29,Cash,Delhi,Female,64,3,2,62,140.55,2024-10,55-70
9407,TXN1000159,Home,87.88,2024-06-07,Card,Delhi,Male,41,3,1,206,263.64,2024-06,35-44
11954,TXN1000160,Electronics,98.89,2024-09-06,Wallet,Delhi,Female,45,1,3,84,98.89,2024-09,45-54
7972,TXN1000161,Fashion,13.1,2023-05-08,Cash,Chennai,Male,23,5,2,93,65.5,2023-05,18-24
4911,TXN1000162,Grocery,57.5,2023-10-30,Cash,Bengaluru,Male,35,1,1,427,57.5,2023-10,35-44
4877,TXN1000163,Fashion,59.03,2024-02-29,Cash,Mumbai,Male,55,2,1,305,118.06,2024-02,55-70
5016,TXN1000164,Electronics,76.34,2023-11-14,UPI,Delhi,Male,58,5,1,412,381.70000000000005,2023-11,55-70
9769,TXN1000165,Sports,35.59,2023-11-01,Wallet,Hyderabad,Male,38,3,1,425,106.77000000000001,2023-11,35-44
3855,TXN1000166,Sports,28.16,2023-09-20,Wallet,Bengaluru,Male,66,2,1,467,56.32,2023-09,55-70
2004,TXN1000167,Beauty,176.31,2023-02-07,UPI,Pune,Male,31,2,1,692,352.62,2023-02,25-34
4012,TXN1000168,Beauty,71.17,2024-09-17,Wallet,Hyderabad,Female,55,1,2,104,71.17,2024-09,55-70
273,TXN1000169,Electronics,30.61,2024-11-12,Wallet,Mumbai,Female,53,2,1,48,61.22,2024-11,45-54
1274,TXN1000170,Fashion,41.24,2023-03-01,Cash,Delhi,Female,49,5,1,670,206.20000000000002,2023-03,45-54
1081,TXN1000171,Grocery,181.42,2023-10-29,Wallet,Bengaluru,Male,35,5,3,235,907.0999999999999,2023-10,35-44
9259,TXN1000172,Beauty,139.29,2024-01-14,Wallet,Hyderabad,Female,55,4,3,47,557.16,2024-01,55-70
8669,TXN1000173,Grocery,37.88,2024-07-26,UPI,Pune,Male,29,4,1,157,151.52,2024-07,25-34
8362,TXN1000174,Grocery,26.04,2024-12-21,UPI,Chennai,Male,61,2,1,9,52.08,2024-12,55-70
5543,TXN1000175,Home,27.66,2023-10-31,Cash,Mumbai,Male,49,4,1,426,110.64,2023-10,45-54
8605,TXN1000176,Electronics,129.98,2024-06-30,Cash,Mumbai,Male,39,5,3,183,649.9,2024-06,35-44
1936,TXN1000177,Home,44.56,2024-11-15,Wallet,Mumbai,Male,36,2,3,45,89.12,2024-11,35-44
10808,TXN1000178,Grocery,17.71,2024-08-29,Wallet,Bengaluru,Female,24,3,2,9,53.13,2024-08,18-24
6013,TXN1000179,Home,42.22,2023-08-01,UPI,Delhi,Female,20,5,1,517,211.1,2023-08,18-24
11257,TXN1000180,Beauty,75.79,2024-08-19,UPI,Bengaluru,Male,34,1,2,133,75.79,2024-08,25-34
1828,TXN1000181,Fashion,56.77,2023-10-28,Wallet,Bengaluru,Female,30,3,2,429,170.31,2023-10,25-34
5968,TXN1000182,Grocery,140.81,2023-01-13,Card,Delhi,Male,54,4,1,717,563.24,2023-01,45-54
8356,TXN1000183,Electronics,76.43,2024-07-07,Card,Chennai,Male,41,2,1,176,152.86,2024-07,35-44
5948,TXN1000184,Electronics,83.62,2024-09-01,Wallet,Chennai,Male,26,1,3,120,83.62,2024-09,25-34
5354,TXN1000185,Electronics,111.42,2023-09-08,Wallet,Chennai,Male,48,1,1,479,111.42,2023-09,45-54
1995,TXN1000186,Fashion,107.64,2023-11-26,Cash,Chennai,Male,51,5,1,400,538.2,2023-11,45-54
4573,TXN1000187,Grocery,42.06,2023-09-23,UPI,Chennai,Male,43,2,1,464,84.12,2023-09,35-44
2866,TXN1000188,Grocery,26.43,2023-03-27,Card,Hyderabad,Male,52,5,3,366,132.15,2023-03,45-54
3619,TXN1000189,Grocery,72.32,2024-12-27,Wallet,Mumbai,Female,66,4,2,3,289.28,2024-12,55-70
8205,TXN1000190,Sports,65.64,2023-01-17,UPI,Pune,Female,49,4,2,371,262.56,2023-01,45-54
7564,TXN1000191,Electronics,76.82,2024-02-10,Card,Chennai,Other,36,2,1,324,153.64,2024-02,35-44
7287,TXN1000192,Grocery,81.22,2023-01-11,Wallet,Delhi,Male,51,3,2,264,243.66,2023-01,45-54
4342,TXN1000193,Fashion,167.99,2024-05-18,Wallet,Hyderabad,Male,63,2,1,226,335.98,2024-05,55-70
11517,TXN1000194,Electronics,50.82,2024-10-19,Card,Delhi,Female,51,2,3,72,101.64,2024-10,45-54
1052,TXN1000195,Sports,83.4,2024-04-14,Wallet,Hyderabad,Female,43,2,2,260,166.8,2024-04,35-44
4112,TXN1000196,Electronics,26.33,2024-03-18,Wallet,Bengaluru,Male,24,2,5,71,52.66,2024-03,18-24
1417,TXN1000197,Home,33.49,2024-08-27,Wallet,Pune,Female,54,2,1,125,66.98,2024-08,45-54
4068,TXN1000198,Fashion,62.81,2024-12-12,Wallet,Hyderabad,Female,59,2,2,18,125.62,2024-12,55-70
11543,TXN1000199,Beauty,29.74,2024-09-21,UPI,Pune,Male,46,3,3,7,89.22,2024-09,45-54
4396,TXN1000200,Home,94.99,2023-06-18,UPI,Delhi,Female,51,3,1,561,284.96999999999997,2023-06,45-54
10903,TXN1000201,Home,85.82,2024-02-16,Wallet,Delhi,Male,23,5,1,318,429.09999999999997,2024-02,18-24
5941,TXN1000202,Grocery,38.29,2024-08-20,Card,Bengaluru,Male,69,1,1,132,38.29,2024-08,55-70
8397,TXN1000203,Fashion,53.51,2023-08-04,Wallet,Hyderabad,Male,40,5,1,514,267.55,2023-08,35-44
5490,TXN1000204,Home,130.83,2024-05-07,Cash,Chennai,Female,64,5,1,237,654.1500000000001,2024-05,55-70
3191,TXN1000205,Fashion,71.74,2023-01-17,Card,Hyderabad,Male,53,5,1,713,358.7,2023-01,45-54
9171,TXN1000206,Fashion,230.04,2024-10-02,Card,Chennai,Female,56,5,3,89,1150.2,2024-10,55-70
11631,TXN1000207,Grocery,53.54,2024-03-24,Card,Bengaluru,Male,32,4,2,281,214.16,2024-03,25-34
3163,TXN1000208,Grocery,58.08,2024-06-26,Wallet,Pune,Male,31,3,2,30,174.24,2024-06,25-34
9346,TXN1000209,Grocery,62.82,2024-08-25,UPI,Bengaluru,Female,35,5,2,127,314.1,2024-08,35-44
3134,TXN1000210,Electronics,15.7,2023-06-09,Wallet,Delhi,Male,32,5,1,570,78.5,2023-06,25-34
8603,TXN1000211,Grocery,56.18,2023-11-25,Cash,Delhi,Female,55,2,3,112,112.36,2023-11,55-70
9469,TXN1000212,Electronics,54.8,2024-09-18,Cash,Mumbai,Other,26,2,2,71,109.6,2024-09,25-34
5393,TXN1000213,Fashion,100.71,2023-05-01,UPI,Hyderabad,Female,56,1,3,609,100.71,2023-05,55-70
8844,TXN1000214,Home,134.21,2024-08-23,Card,Pune,Other,25,4,2,129,536.84,2024-08,25-34
3267,TXN1000215,Fashion,50.27,2023-07-30,Wallet,Pune,Male,46,5,1,519,251.35000000000002,2023-07,45-54
952,TXN1000216,Home,9.15,2024-02-25,Card,Bengaluru,Female,33,5,2,309,45.75,2024-02,25-34
1157,TXN1000217,Electronics,69.63,2024-01-08,Wallet,Pune,Female,57,5,1,357,348.15,2024-01,55-70
5365,TXN1000218,Electronics,29.45,2024-05-16,UPI,Delhi,Female,33,5,2,228,147.25,2024-05,25-34
10832,TXN1000219,Home,73.88,2024-09-02,UPI,Hyderabad,Male,62,2,4,119,147.76,2024-09,55-70
1531,TXN1000220,Beauty,72.58,2023-09-12,Card,Chennai,Other,64,5,1,475,362.9,2023-09,55-70
5470,TXN1000221,Home,36.09,2023-05-06,Card,Mumbai,Male,44,2,2,322,72.18,2023-05,35-44
8449,TXN1000222,Home,70.03,2023-11-05,Card,Hyderabad,Female,19,3,2,402,210.09,2023-11,18-24
2429,TXN1000223,Home,18.25,2024-03-22,UPI,Hyderabad,Female,54,2,4,57,36.5,2024-03,45-54
8660,TXN1000224,Home,76.99,2024-07-01,UPI,Hyderabad,Male,54,2,2,182,153.98,2024-07,45-54
3672,TXN1000225,Home,106.91,2024-07-03,UPI,Mumbai,Male,18,3,1,180,320.73,2024-07,18-24
9704,TXN1000226,Home,88.37,2023-09-06,Card,Pune,Male,47,4,1,481,353.48,2023-09,45-54
6951,TXN1000227,Electronics,42.78,2024-11-14,Card,Pune,Female,19,5,1,46,213.9,2024-11,18-24
6563,TXN1000228,Electronics,101.8,2023-03-02,Wallet,Chennai,Female,31,3,1,669,305.4,2023-03,25-34
2122,TXN1000229,Grocery,94.36,2023-03-27,Cash,Delhi,Male,49,2,1,644,188.72,2023-03,45-54
5559,TXN1000230,Fashion,97.17,2023-01-19,Wallet,Bengaluru,Female,42,4,1,711,388.68,2023-01,35-44
10280,TXN1000231,Home,144.5,2024-11-07,Cash,Chennai,Female,51,3,2,53,433.5,2024-11,45-54
