customer_id,total_revenue,transactions,avg_purchase,clv
11825,1436.95,3,118.75666666666666,463.151
215,731.65,4,89.025,462.93000000000006
9178,1692.6999999999998,5,71.04400000000001,461.78600000000006
4764,1252.88,3,117.69333333333334,459.0040000000001
2856,1512.18,3,117.67333333333333,458.926
11829,414.38,2,176.26500000000001,458.28900000000004
4990,351.51,1,351.51,456.963
112,1460.0699999999997,2,174.975,454.935
1909,1148.58,2,174.82,454.532
9076,1282.1799999999998,3,116.47333333333331,454.246
6956,695.6600000000001,4,86.95750000000001,452.1790000000001
1711,1320.27,3,115.59333333333332,450.81399999999996
11510,674.5699999999999,3,114.95333333333333,448.31800000000004
3438,1717.4,2,171.74,446.52400000000006
8278,1055.5800000000002,2,171.585,446.12100000000004
7960,773.0600000000001,3,114.19000000000001,445.34100000000007
2490,954.44,2,171.205,445.13300000000004
1250,1557.5099999999998,2,170.725,443.885
7175,1267.08,2,170.55,443.43000000000006
4076,1340.1299999999999,5,67.77799999999999,440.557
10095,945.8,3,112.77,439.803
1683,812.8000000000001,4,84.3625,438.685
11764,739.08,2,167.77,436.20200000000006
5216,599.9,2,166.49,432.874
2520,1281.85,4,82.8725,430.937
8131,469.43000000000006,2,165.065,429.169
8022,1501.93,3,109.57666666666667,427.34900000000005
9820,583.1600000000001,4,82.1225,427.03700000000003
1571,1386.61,3,109.45333333333333,426.86800000000005
2836,1217.1299999999999,3,109.19333333333333,425.854
7400,974.99,3,109.06,425.334
9961,1050.67,3,108.93,424.82700000000006
1081,1137.31,3,108.82333333333332,424.411
3622,1204.06,7,46.49285714285714,423.085
7522,723.87,4,81.35249999999999,423.03299999999996
7751,705.41,3,108.43333333333334,422.89000000000004
7293,759.9200000000001,3,108.31666666666668,422.43500000000006
1330,910.53,3,108.28000000000002,422.29200000000003
5609,1103.62,3,108.21,422.019
7350,848.97,5,64.884,421.74600000000004
2281,790.13,4,80.6625,419.445
5795,784.4000000000001,2,161.205,419.13300000000004
6804,321.69,3,107.23,418.197
285,834.79,2,159.995,415.987
3576,1270.75,3,106.64666666666666,415.922
3910,630.28,2,159.9,415.74
7711,772.66,3,106.17,414.063
4771,1114.3200000000002,3,106.16666666666667,414.05
6825,318.25,2,159.125,413.725
7143,1076.6599999999999,4,79.4525,413.153
3404,708.9,2,158.87,413.062
3812,1582.6,2,158.26,411.476
3777,943.06,5,63.218,410.91700000000003
7659,827.77,3,104.91333333333334,409.16200000000003
3851,660.55,3,104.69,408.291
859,802.6800000000001,2,156.79500000000002,407.66700000000003
2841,1017.49,4,78.1875,406.575
9121,584.4,2,156.32999999999998,406.45799999999997
8797,695.9200000000001,3,104.08,405.91200000000003
11097,1299.52,3,104.01666666666665,405.66499999999996
10554,965.0799999999999,5,62.226,404.469
8060,311.03000000000003,2,155.51500000000001,404.33900000000006
9212,1059.24,3,103.63,404.157
9579,1169.3,3,103.54,403.80600000000004
475,773.6800000000001,4,77.6375,403.71500000000003
9720,1058.34,3,103.5,403.65000000000003
4044,1008.12,4,77.565,403.338
4085,1171.96,4,77.02000000000001,400.5040000000001
3417,1196.03,3,102.62666666666667,400.244
4108,784.9,3,102.57666666666667,400.04900000000004
7078,1347.61,2,153.37,398.762
3291,686.54,5,61.263999999999996,398.216
3128,752.8800000000001,2,152.55,396.63000000000005
10604,1030.8,3,101.00999999999999,393.93899999999996
6975,860.55,2,151.515,393.93899999999996
11657,1013.1199999999999,2,151.345,393.497
7321,859.5999999999999,3,100.64333333333332,392.50899999999996
8319,301.85,1,301.85,392.40500000000003
7914,1207.24,2,150.905,392.353
4484,1302.76,3,100.52333333333333,392.041
6087,1039.81,3,100.29333333333334,391.144
1141,899.7900000000001,3,100.19333333333333,390.754
7052,1087.8600000000001,2,149.925,389.80500000000006
9432,576.49,3,99.78666666666668,389.168
2924,1342.5299999999997,2,149.58499999999998,388.92099999999994
11972,907.21,4,74.38,386.776
9724,1276.94,2,148.45999999999998,385.996
7821,770.48,2,147.45,383.37
2241,600.22,3,98.24,383.13599999999997
1486,871.9200000000001,3,98.08,382.512
5409,802.28,3,97.88,381.73199999999997
6099,898.49,4,73.3425,381.38100000000003
2808,995.28,2,146.60000000000002,381.1600000000001
8098,1414.11,3,97.69333333333333,381.004
10405,1217.87,3,97.63999999999999,380.79599999999994
8063,292.59000000000003,3,97.53000000000002,380.3670000000001
10161,969.8399999999999,2,146.17000000000002,380.04200000000003
298,725.9399999999999,3,97.35333333333334,379.678
10193,536.48,4,72.99499999999999,379.57399999999996
2009,797.26,4,72.6325,377.68899999999996
8735,786.45,4,72.48,376.896
1143,792.77,5,57.90599999999999,376.38899999999995
8850,621.64,3,96.45333333333333,376.168
4730,289.16,3,96.38666666666667,375.9080000000001
37,1053.8899999999999,3,96.27,375.45300000000003
1036,1038.13,3,96.10333333333334,374.803
10832,431.49,4,71.975,374.27
2586,871.25,3,95.81666666666666,373.685
1018,544.4499999999999,3,95.78666666666665,373.568
842,574.12,2,143.53,373.178
11760,1146.64,2,143.33,372.6580000000001
1448,787.14,2,143.325,372.645
2719,472.63,2,143.22,372.372
10781,938.14,2,142.595,370.747
2985,989.9599999999999,3,95.04666666666667,370.682
3415,621.19,4,70.93,368.83600000000007
4716,1418.5500000000002,2,141.85500000000002,368.82300000000004
8562,1300.03,2,141.775,368.615
1818,367.59000000000003,3,94.49000000000001,368.511
9427,283.23,1,283.23,368.199
8817,1049.13,4,70.5975,367.10699999999997
624,771.02,3,94.05,366.79499999999996
9120,1137.5700000000002,4,70.47749999999999,366.48299999999995
4783,841.95,2,140.32500000000002,364.8450000000001
6433,1403.05,2,140.305,364.793
8908,839.97,3,93.33,363.987
2429,376.33,4,69.975,363.87
2195,1239.1599999999999,2,139.92,363.792
9517,496.36,3,93.19333333333333,363.454
2091,628.56,3,93.16333333333334,363.33700000000005
8488,936.28,2,139.68,363.168
3959,1320.3,3,93.11333333333334,363.14200000000005
7729,911.75,2,139.025,361.46500000000003
9491,727.1800000000001,3,92.55333333333334,360.958
11815,809.6100000000001,3,92.55000000000001,360.94500000000005
5084,891.34,3,92.51333333333334,360.802
10186,888.5,4,69.36,360.672
246,391.71000000000004,2,138.225,359.385
2077,440.43,2,138.07500000000002,358.99500000000006
11543,581.96,3,92.03666666666668,358.94300000000004
9799,905.55,3,92.00333333333333,358.813
2258,1330.82,3,91.71333333333332,357.682
3063,480.01,3,91.57333333333334,357.136
2953,698.62,2,137.345,357.09700000000004
10796,1370.4,2,137.04000000000002,356.3040000000001
1869,1181.7800000000002,4,68.4125,355.745
11241,741.48,3,91.21333333333332,355.73199999999997
8136,839.5,3,91.03333333333335,355.03000000000003
1892,818.97,3,90.99666666666667,354.887
3367,827.55,5,54.536,354.48400000000004
2708,746.6999999999999,3,90.87,354.39300000000003
4982,1090.24,2,136.28,354.32800000000003
1515,829.65,3,90.82333333333332,354.21099999999996
7520,745.08,4,68.055,353.886
7769,1187.1,2,136.1,353.86
3090,796.7199999999999,4,68.0075,353.63899999999995
1053,823.75,3,90.55666666666667,353.17100000000005
9913,506.17999999999995,4,67.78999999999999,352.508
8521,882.6800000000001,2,135.455,352.18300000000005
4920,1352.6,1,270.52,351.676
6849,399.46,2,135.225,351.585
2407,901.9599999999999,2,135.16,351.416
424,540.54,2,135.135,351.351
807,752.8199999999999,2,135.07999999999998,351.20799999999997
727,668.49,2,134.88,350.688
2274,494.40999999999997,3,89.84333333333332,350.38899999999995
5944,269.33,1,269.33,350.129
3479,552.08,3,89.42666666666666,348.76399999999995
10548,939.25,3,89.38333333333333,348.59499999999997
5089,898.54,2,133.89000000000001,348.11400000000003
1953,1050.48,3,89.24666666666667,348.062
20,872.96,3,89.18333333333334,347.81500000000005
946,389.89,3,89.14999999999999,347.685
11870,1137.47,3,89.06666666666666,347.36
5278,470.30999999999995,2,133.565,347.269
10105,631.11,3,88.96,346.944
9945,885.76,2,133.405,346.853
1087,619.99,4,66.6925,346.801
8640,763.0799999999999,3,88.87333333333333,346.606
9895,1065.2,3,88.76666666666667,346.19000000000005
3123,771.18,2,133.11,346.08600000000007
5266,923.74,4,66.4225,345.397
900,695.8100000000001,3,88.53333333333335,345.28000000000003
12,335.62,3,88.51333333333334,345.20200000000006
9744,684.8299999999999,2,132.59,344.73400000000004
7096,1325.3,1,265.06,344.57800000000003
9292,1003.52,3,88.31666666666666,344.435
10672,264.81,2,132.405,344.25300000000004
10918,419.0,3,88.20666666666666,344.00600000000003
5359,773.96,4,66.1425,343.94100000000003
797,924.87,2,132.135,343.551
4442,263.69,2,131.845,342.797
2826,976.11,4,65.8925,342.641
407,657.3,3,87.73666666666666,342.173
7330,396.36,2,131.6,342.16
7363,1059.13,2,131.485,341.86100000000005
889,625.76,4,65.6875,341.575
4912,1310.3,1,262.06,340.678
1423,420.5,4,65.4075,340.119
6549,905.8299999999999,2,130.785,340.041
10214,977.34,2,130.71,339.84600000000006
8767,736.8,4,65.35,339.82
5267,1049.34,2,130.665,339.729
3751,706.39,2,130.495,339.28700000000003
4112,596.1800000000001,5,52.162,339.053
9100,985.33,3,86.92333333333333,339.001
10684,781.8,2,130.3,338.78000000000003
9079,832.43,5,52.065999999999995,338.429
7637,595.28,2,130.05,338.13000000000005
5872,259.83,3,86.61,337.779
358,436.99,2,129.81,337.50600000000003
9878,404.43999999999994,3,86.46666666666665,337.21999999999997
11020,1295.2,2,129.51999999999998,336.75199999999995
10702,820.21,3,86.14333333333333,335.959
1162,615.71,3,86.09666666666668,335.77700000000004
4835,677.4,3,86.00333333333333,335.413
3068,772.53,2,128.755,334.763
9148,530.6800000000001,2,128.72,334.672
3008,1132.25,2,128.33,333.6580000000001
11253,1279.85,2,127.985,332.761
8619,312.53999999999996,2,127.935,332.63100000000003
44,455.35,2,127.935,332.63100000000003
6559,1023.0,1,255.75,332.475
11585,953.96,3,85.19333333333334,332.2540000000001
806,1022.28,2,127.785,332.241
7075,626.6,4,63.8825,332.189
5353,667.0400000000001,3,85.13333333333334,332.02000000000004
6026,699.8299999999999,2,127.425,331.305
9939,429.7,3,84.79333333333334,330.694
5344,1032.14,3,84.78333333333335,330.65500000000003
8359,1083.53,2,126.995,330.187
1441,507.94,1,253.97,330.161
5454,666.9,3,84.65666666666667,330.161
3044,1137.97,2,126.825,329.745
8314,312.81,2,126.77499999999999,329.615
4446,322.37,2,126.74000000000001,329.52400000000006
1834,506.82,1,253.41,329.433
11508,1074.49,2,126.64999999999999,329.28999999999996
4922,424.61,3,84.39333333333333,329.134
11986,721.3,2,126.5,328.90000000000003
5246,1126.98,2,126.42500000000001,328.70500000000004
3846,805.12,4,63.197500000000005,328.627
11262,788.97,3,84.24,328.53599999999994
7414,308.24,4,63.08,328.016
9625,380.56,3,84.07333333333334,327.886
8137,457.71,3,84.06666666666666,327.86
4028,745.26,3,84.02,327.678
1256,923.13,4,62.815,326.638
8304,450.43,4,62.735,326.222
3276,1213.0,3,83.59333333333333,326.014
8094,870.4000000000001,2,125.33000000000001,325.85800000000006
9259,691.62,3,83.55,325.84499999999997
7107,815.6600000000001,3,83.48666666666666,325.59799999999996
2343,905.4200000000001,3,83.45,325.45500000000004
6715,663.46,3,83.43666666666667,325.403
5388,938.52,2,125.09,325.23400000000004
3924,308.41999999999996,2,125.00999999999999,325.026
4149,500.0,2,125.0,325.0
5693,950.48,3,83.26,324.71400000000006
5714,1142.6599999999999,3,83.20666666666666,324.50600000000003
247,664.45,2,124.75999999999999,324.376
8756,748.29,1,249.43,324.259
3070,715.54,3,83.12666666666667,324.194
9055,860.8000000000001,3,83.06666666666666,323.96
10681,1015.1800000000001,2,124.48,323.648
7989,497.7,2,124.425,323.505
9727,994.6,1,248.65,323.245
6910,1128.26,2,124.26499999999999,323.089
3117,1006.85,2,124.225,322.985
5688,740.26,2,124.22500000000001,322.985
8955,1131.33,4,62.085,322.84200000000004
1798,772.82,3,82.77333333333333,322.816
4850,870.81,3,82.77,322.803
10261,585.04,2,124.11,322.68600000000004
1021,794.93,3,82.67,322.413
2975,1107.66,2,123.99000000000001,322.374
5399,388.21,2,123.91499999999999,322.179
4019,741.9300000000001,1,247.31,321.503
5255,915.91,3,82.37666666666667,321.269
5053,986.74,3,82.34666666666666,321.152
1014,740.88,3,82.13666666666667,320.333
1223,426.73,3,82.07666666666667,320.09900000000005
9145,984.56,2,123.07,319.98199999999997
7462,824.5,3,82.0,319.8
9341,832.91,3,81.91333333333334,319.46200000000005
8758,479.7,3,81.89333333333333,319.384
3338,937.58,3,81.87,319.293
10649,625.08,3,81.86333333333333,319.267
1808,958.5799999999999,3,81.80333333333333,319.03299999999996
7550,532.27,2,122.545,318.617
53,594.77,3,81.65333333333334,318.44800000000004
3081,413.51,2,122.38,318.188
1200,443.75,3,81.49666666666667,317.83700000000005
4177,695.96,3,81.45666666666666,317.68100000000004
11575,274.75,2,121.92,316.992
11063,730.5,2,121.75,316.55
5507,1080.58,3,81.12666666666667,316.394
9719,595.37,2,121.47999999999999,315.84799999999996
7072,747.4200000000001,2,121.435,315.731
10638,728.01,1,242.67,315.471
2364,798.33,4,60.665,315.458
8238,242.26999999999998,2,121.13499999999999,314.95099999999996
686,718.96,2,121.075,314.795
122,724.8000000000001,3,80.71333333333332,314.782
227,968.48,2,121.06,314.75600000000003
5326,1141.8899999999999,3,80.70333333333333,314.74300000000005
6265,816.01,3,80.68666666666667,314.678
3849,532.79,5,48.406,314.639
11137,418.25,2,121.005,314.613
8573,1208.55,2,120.85499999999999,314.22299999999996
2426,651.8,3,80.50666666666666,313.976
2583,545.6,2,120.735,313.911
8961,694.24,5,48.148,312.96200000000005
569,907.6899999999999,4,60.122499999999995,312.637
6949,961.76,2,120.22,312.572
3598,850.0699999999999,2,119.82,311.532
3878,763.0899999999999,4,59.897499999999994,311.467
1304,814.1800000000001,2,119.77000000000001,311.40200000000004
734,361.58,3,79.77666666666666,311.12899999999996
10204,641.65,4,59.802499999999995,310.97299999999996
1013,238.89,2,119.445,310.557
10113,657.02,3,79.52,310.128
3705,1073.1000000000001,3,79.41000000000001,309.699
10546,1190.6999999999998,2,119.07,309.582
7955,474.77,2,119.005,309.413
174,966.29,3,79.30666666666667,309.29600000000005
2710,846.13,2,118.885,309.101
6078,772.8299999999999,4,59.427499999999995,309.02299999999997
11431,723.45,2,118.845,308.997
11703,338.24,2,118.80499999999999,308.893
7366,789.07,3,79.09333333333333,308.464
361,354.0,2,118.57499999999999,308.29499999999996
3593,1062.74,4,59.225,307.97
8833,662.77,2,118.38499999999999,307.801
11081,960.5699999999999,2,118.295,307.567
5671,697.85,2,118.27000000000001,307.502
5573,834.67,2,118.09,307.034
1540,545.1,3,78.67666666666666,306.839
7598,642.1500000000001,3,78.62333333333332,306.6309999999999
10163,514.3199999999999,3,78.58,306.46200000000005
8605,963.28,3,78.46666666666665,306.02
10329,1126.04,2,117.695,306.007
6271,941.36,2,117.67,305.942
6297,755.44,2,117.625,305.825
9097,976.04,3,78.39,305.721
7051,596.21,4,58.695,305.214
4769,510.02000000000004,3,78.22000000000001,305.05800000000005
5176,486.86,3,78.14333333333333,304.759
10814,468.68,1,234.34,304.642
2664,640.83,4,58.5675,304.55100000000004
10169,889.06,2,117.05,304.33
6035,526.32,3,77.98666666666666,304.14799999999997
3100,467.44,1,233.72,303.836
9276,770.1800000000001,3,77.88,303.73199999999997
11970,481.12,3,77.73666666666666,303.173
2630,832.3499999999999,2,116.405,302.653
6870,946.3800000000001,2,116.34,302.48400000000004
405,930.04,1,232.51,302.263
6411,697.23,2,116.205,302.133
6751,511.33,3,77.44,302.016
1985,1016.0600000000001,2,116.08000000000001,301.80800000000005
3178,530.96,4,58.005,301.62600000000003
1488,878.59,3,77.34,301.62600000000003
9589,826.8199999999999,2,115.99,301.574
6263,569.93,3,77.32666666666667,301.574
8270,632.36,2,115.98,301.548
4517,562.02,3,77.07666666666667,300.59900000000005
6176,437.99,2,115.595,300.547
2178,706.89,4,57.7725,300.41700000000003
5238,913.92,2,115.46000000000001,300.196
4829,1055.75,2,115.45500000000001,300.18300000000005
11030,869.6700000000001,3,76.96,300.144
4963,312.35,2,115.375,299.975
9157,387.15999999999997,4,57.68,299.93600000000004
2615,921.64,1,230.41,299.533
1784,263.19,3,76.73,299.247
6258,760.46,3,76.71333333333332,299.182
10419,1150.65,2,115.065,299.169
11513,459.98,1,229.99,298.987
10601,689.7,1,229.9,298.87
11096,459.46000000000004,2,114.86500000000001,298.64900000000006
5973,229.18,2,114.59,297.934
10117,458.34,1,229.17,297.921
8100,875.76,2,114.32,297.23199999999997
7306,513.63,2,114.315,297.219
4896,1002.6500000000001,3,76.15,296.985
8844,913.32,2,114.165,296.829
6235,939.31,3,76.07000000000001,296.67300000000006
3541,926.06,4,57.037499999999994,296.59499999999997
2076,895.2600000000001,3,76.02,296.478
3790,455.96000000000004,2,113.99000000000001,296.374
10904,749.76,3,75.88,295.932
9609,833.2199999999999,4,56.8675,295.711
4081,879.53,3,75.75,295.425
5751,383.51,2,113.61500000000001,295.39900000000006
11015,1013.3700000000001,3,75.51666666666667,294.51500000000004
6070,862.21,3,75.44666666666667,294.2420000000001
7617,252.41,2,113.08500000000001,294.021
6784,916.25,2,113.035,293.891
11816,531.36,4,56.465,293.61800000000005
8111,914.86,2,112.88499999999999,293.501
8801,677.1600000000001,2,112.86,293.43600000000004
5832,451.24,1,225.62,293.30600000000004
10567,519.06,2,112.475,292.435
8764,944.3900000000001,2,112.385,292.201
4957,1068.8200000000002,2,112.36,292.136
7824,662.31,3,74.90666666666667,292.136
7912,662.8,2,112.315,292.019
10060,496.39,2,112.31,292.00600000000003
1955,448.65999999999997,2,112.16499999999999,291.62899999999996
10327,325.58,2,112.115,291.499
11620,650.22,2,112.065,291.369
4126,805.07,3,74.68,291.252
5393,689.09,3,74.66333333333334,291.187
11299,762.85,3,74.65,291.13500000000005
11236,530.2,3,74.56333333333333,290.797
4411,447.34000000000003,2,111.83500000000001,290.771
10943,718.1800000000001,2,111.83000000000001,290.75800000000004
10475,625.33,3,74.51666666666667,290.615
8394,1107.7600000000002,3,74.48,290.472
9216,1116.9,2,111.69,290.394
1288,977.4200000000001,3,74.34333333333333,289.939
1719,870.66,2,111.46,289.796
6781,1113.8,1,222.76,289.588
6264,1016.67,3,74.20333333333333,289.39300000000003
11884,999.16,3,74.17666666666666,289.289
11761,943.21,3,74.15333333333334,289.19800000000004
9919,741.0,2,110.98,288.548
10828,443.92,1,221.96,288.548
2346,529.3,3,73.95333333333333,288.418
2603,962.24,2,110.83,288.158
4926,950.74,2,110.61,287.586
1987,647.64,3,73.71,287.469
8515,522.01,2,110.555,287.44300000000004
3899,695.9100000000001,2,110.41499999999999,287.079
718,922.3599999999999,3,73.49666666666666,286.63699999999994
5308,878.92,1,219.73,285.649
2701,589.68,2,109.78,285.428
9779,219.17,2,109.585,284.921
9614,799.56,4,54.7625,284.76500000000004
3279,588.81,2,109.47,284.622
11158,1093.8,2,109.38,284.388
8636,218.71,1,218.71,284.32300000000004
11828,637.9200000000001,2,109.35,284.31
6448,437.04,1,218.52,284.076
8837,872.96,1,218.24,283.71200000000005
10004,540.24,2,109.045,283.517
10921,435.82,1,217.91,283.283
1899,653.25,1,217.75,283.075
4713,522.31,4,54.432500000000005,283.04900000000004
2768,1088.15,1,217.63,282.919
7906,413.01,3,72.47666666666667,282.659
9771,217.1,2,108.55,282.23
5070,699.0799999999999,2,108.535,282.191
3524,754.9300000000001,3,72.34666666666666,282.152
10466,628.9000000000001,2,108.47,282.022
8725,760.8199999999999,2,108.35499999999999,281.72299999999996
7573,490.43,3,72.21666666666667,281.64500000000004
4398,946.02,3,72.16666666666667,281.45
8024,461.8299999999999,2,108.175,281.255
1289,616.47,3,72.09666666666668,281.177
4657,401.1,2,108.04,280.90400000000005
39,431.94,1,215.97,280.761
1544,577.78,2,107.88,280.488
4942,892.0999999999999,2,107.87,280.46200000000005
1791,843.05,3,71.87333333333333,280.30600000000004
10575,886.31,3,71.83,280.137
9063,761.69,2,107.695,280.007
992,552.98,2,107.65,279.89000000000004
11124,871.03,3,71.71666666666667,279.695
6300,430.16,1,215.08,279.60400000000004
10786,708.66,2,107.53,279.57800000000003
11061,315.26,3,71.68,279.552
7060,586.85,4,53.7475,279.487
4217,518.34,2,107.43,279.31800000000004
7058,859.44,1,214.86,279.31800000000004
9126,643.92,1,214.64,279.032
3604,940.17,2,107.26499999999999,278.88899999999995
2176,643.38,1,214.46,278.798
3801,555.01,2,106.9,277.94
9043,213.69,3,71.23,277.797
11274,617.73,2,106.83,277.758
10224,692.15,3,71.2,277.68000000000006
8724,972.07,2,106.775,277.615
9153,575.3299999999999,3,71.16666666666667,277.55
2358,573.86,3,71.14999999999999,277.485
8161,446.78,3,71.11666666666666,277.35499999999996
362,777.61,3,71.11,277.329
11220,527.03,3,71.08666666666667,277.23800000000006
2453,535.93,2,106.61500000000001,277.199
315,386.59000000000003,3,71.03666666666668,277.043
1101,835.5,2,106.52000000000001,276.95200000000006
422,707.95,3,71.01333333333334,276.95200000000006
9230,212.83,1,212.83,276.67900000000003
10950,671.23,3,70.92666666666666,276.614
7383,612.41,2,106.35499999999999,276.52299999999997
7224,884.38,2,106.345,276.497
3797,524.21,2,106.345,276.497
5557,682.49,3,70.75,275.925
10461,683.01,2,106.095,275.847
5922,747.28,2,106.065,275.769
10326,636.1800000000001,2,106.03,275.678
9781,762.1700000000001,2,105.93,275.418
736,220.66,3,70.58666666666666,275.288
8610,634.8,2,105.8,275.08
9547,809.38,3,70.41666666666667,274.625
2489,211.09,3,70.36333333333333,274.417
4428,422.14,3,70.35666666666667,274.391
9797,634.83,3,70.35666666666667,274.391
4140,633.0600000000001,1,211.02,274.326
6692,448.89,2,105.425,274.105
11435,786.4300000000001,2,105.255,273.663
3865,704.13,2,105.245,273.637
3169,966.3,2,105.21000000000001,273.54600000000005
2317,947.2800000000002,3,70.13333333333334,273.52000000000004
4785,852.4399999999999,2,105.125,273.325
9922,559.0,3,69.86,272.454
2544,698.26,3,69.80333333333333,272.23299999999995
3204,697.2299999999999,2,104.655,272.103
7183,835.9200000000001,2,104.49000000000001,271.67400000000004
6568,906.25,2,104.455,271.583
863,241.31,3,69.52666666666666,271.154
5109,556.05,3,69.51666666666667,271.115
4109,453.37,3,69.48666666666666,270.998
10455,647.9000000000001,2,104.195,270.907
11078,830.72,3,69.39333333333333,270.634
10914,916.81,2,104.065,270.569
5785,760.74,3,69.36666666666667,270.53000000000003
4335,692.86,2,104.025,270.46500000000003
7132,530.99,2,104.005,270.413
548,891.98,2,103.86,270.036
9035,622.89,1,207.63,269.919
7810,415.2,2,103.8,269.88
830,677.31,3,69.19,269.841
3554,408.03999999999996,2,103.78,269.82800000000003
6855,537.21,4,51.825,269.49
1532,802.88,2,103.475,269.03499999999997
11450,335.07,2,103.445,268.957
9288,664.04,2,103.42,268.892
3308,420.92,3,68.77,268.20300000000003
2597,456.11,2,103.11500000000001,268.09900000000005
6390,206.12,2,103.06,267.956
8234,615.75,4,51.5125,267.865
3928,617.88,1,205.96,267.74800000000005
5771,855.11,2,102.935,267.63100000000003
1539,732.6899999999999,2,102.9,267.54
7344,821.8,1,205.45,267.085
10241,420.68,3,68.43,266.877
3018,1025.5,1,205.1,266.63
8846,410.12,2,102.53,266.57800000000003
9582,482.32000000000005,2,102.525,266.565
6814,426.09,4,51.2475,266.487
4220,614.9399999999999,1,204.98,266.474
10710,887.53,3,68.31333333333333,266.422
10501,776.0,3,68.31,266.409
11459,678.7,2,102.32499999999999,266.04499999999996
1237,506.60999999999996,2,102.32499999999999,266.04499999999996
3517,1023.1,1,204.62,266.00600000000003
4418,817.92,1,204.48,265.824
5314,204.4,1,204.4,265.72
4062,700.81,2,102.185,265.68100000000004
1384,272.25,2,102.14,265.564
8761,204.23,1,204.23,265.499
5839,671.0699999999999,2,102.065,265.369
5295,500.06,3,68.04,265.356
193,675.1,2,102.015,265.23900000000003
10069,477.05,2,101.93,265.01800000000003
6971,407.48,2,101.87,264.862
3000,501.15,2,101.83,264.758
9294,372.99,3,67.88333333333334,264.74500000000006
9338,659.9200000000001,3,67.86666666666667,264.68000000000006
1222,683.96,3,67.76666666666667,264.29
10291,812.72,1,203.18,264.134
3412,674.5799999999999,3,67.61666666666666,263.705
5948,461.87,3,67.61,263.679
9593,942.86,3,67.55333333333333,263.45799999999997
1992,834.9200000000001,3,67.54666666666667,263.432
1681,285.9,2,101.31,263.406
6353,506.23,2,101.245,263.237
10629,521.1,2,101.14,262.964
7920,562.59,3,67.39333333333333,262.834
5060,606.54,1,202.18,262.834
6318,684.98,3,67.36333333333333,262.717
4550,823.79,2,101.025,262.665
5003,715.71,3,67.33,262.58700000000005
5149,866.9599999999999,3,67.25,262.27500000000003
11751,750.66,2,100.855,262.223
9395,693.19,2,100.84,262.184
1273,752.74,2,100.82,262.132
6471,587.74,4,50.4025,262.093
6711,576.91,3,67.19333333333333,262.054
5986,737.54,2,100.705,261.833
3806,531.98,4,50.295,261.534
8474,485.95,4,50.275,261.43
